instance,algorithm,num_jumps,num_explored_nodes,primal_bound,dual_bound,cuts_added_by_solver,status,mean_in_degree,nodes_indegree_gt_one,closed_edge_density,num_edges,num_closed_edges,group_id,algorithm_right,max_in_degree,num_nodes,instance_type,runtime
n70os0.7-2.rcp,SMART_HEURISTIC,34.0,0,0.0,0.0,0.0,,4.3561643835616435,60,0.724124809741248,318,1903,n70,FEASIBILITY,9,73,generated,0.440915
n30s0.7-7.rcp,FEASIBILITY,13.0,6906,14.0,14.0,0.0,2,2.212121212121212,19,0.7518939393939394,73,397,n30,FEASIBILITY,6,33,generated,13098.744951
n30os0.95-10.rcp,SMART_HEURISTIC,7.0,0,0.0,0.0,0.0,,1.393939393939394,13,0.9583333333333334,46,506,n30,FEASIBILITY,3,33,generated,0.016168
n70os0.9-3.rcp,SMART_HEURISTIC,31.0,0,0.0,0.0,0.0,,2.6027397260273974,57,0.9079147640791476,190,2386,n70,FEASIBILITY,5,73,generated,0.344931
n20o0.2-6.rcp,SMART_HEURISTIC,11.0,0,0.0,0.0,0.0,,2.217391304347826,10,0.39920948616600793,51,101,n20,FEASIBILITY,9,23,generated,0.014268
n30s0.8-4.rcp,FEASIBILITY,12.0,9522,13.0,13.0,0.0,2,2.1818181818181817,23,0.8352272727272727,72,441,n30,FEASIBILITY,4,33,generated,1671.881945
n60os0.7-3.rcp,SMART_HEURISTIC,31.0,0,0.0,0.0,0.0,,4.015873015873016,52,0.728110599078341,253,1422,n60,FEASIBILITY,8,63,generated,0.274509
n20o0.8-3.rcp,SMART_HEURISTIC,8.0,0,0.0,0.0,0.0,,1.7391304347826086,10,0.849802371541502,40,215,n20,FEASIBILITY,4,23,generated,0.01024
esc11.sop.ajn.txt,FEASIBILITY,0.0,0,1.0,1.0,0.0,2,0.9166666666666666,0,0.24242424242424243,11,16,sop,FEASIBILITY,1,12,sop,0.003753
n10o0.2-8.rcp,SMART_HEURISTIC,5.0,0,0.0,0.0,0.0,,1.5384615384615385,3,0.5384615384615384,20,42,n10,FEASIBILITY,6,13,generated,0.003789
n70os0.9-9.rcp,SMART_HEURISTIC,29.0,0,0.0,0.0,0.0,,2.6301369863013697,63,0.9079147640791476,192,2386,n70,FEASIBILITY,4,73,generated,0.379417
n50os0.95-9.rcp,FEASIBILITY,15.0,1,16.0,16.0,0.0,2,1.5849056603773586,26,0.9550072568940493,84,1316,n50,FEASIBILITY,3,53,generated,4202.688695
n10o0.8-1.rcp,FEASIBILITY,3.0,0,4.0,4.0,0.0,2,1.3076923076923077,5,0.8846153846153846,17,69,n10,FEASIBILITY,2,13,generated,0.12315
n20o0.95-1.rcp,FEASIBILITY,3.0,0,4.0,4.0,0.0,2,1.1304347826086956,3,0.9604743083003953,26,243,n20,FEASIBILITY,3,23,generated,0.378531
n60os0.9-5.rcp,SMART_HEURISTIC,27.0,0,0.0,0.0,0.0,,2.380952380952381,47,0.9093701996927803,150,1776,n60,FEASIBILITY,4,63,generated,0.207091
n50os0.9-7.rcp,SMART_HEURISTIC,20.0,0,0.0,0.0,0.0,,2.2264150943396226,42,0.9107402031930334,118,1255,n50,FEASIBILITY,4,53,generated,0.126964
n30s0.2-3.rcp,SMART_HEURISTIC,19.0,0,0.0,0.0,0.0,,2.6363636363636362,15,0.3409090909090909,87,180,n30,FEASIBILITY,12,33,generated,0.043873
n50os0.9-8.rcp,FEASIBILITY,18.0,10618,19.0,19.0,0.0,2,2.1320754716981134,35,0.9107402031930334,113,1255,n50,FEASIBILITY,5,53,generated,15015.866231
n70os0.7-8.rcp,SMART_HEURISTIC,38.0,0,0.0,0.0,0.0,,4.178082191780822,57,0.724124809741248,305,1903,n70,FEASIBILITY,10,73,generated,0.490845
n50os0.8-6.rcp,SMART_HEURISTIC,24.0,0,0.0,0.0,0.0,,3.1132075471698113,43,0.8222060957910015,165,1133,n50,FEASIBILITY,6,53,generated,0.143171
n60os0.5-2.rcp,SMART_HEURISTIC,32.0,0,0.0,0.0,0.0,,4.7936507936507935,45,0.5468509984639017,302,1068,n60,FEASIBILITY,12,63,generated,0.249572
n20o0.7-8.rcp,FEASIBILITY,8.0,1,9.0,9.0,0.0,2,2.0869565217391304,14,0.7747035573122529,48,196,n20,FEASIBILITY,5,23,generated,33.193392
n20o0.95-9.rcp,FEASIBILITY,5.0,0,6.0,6.0,0.0,2,1.3043478260869565,8,0.9604743083003953,30,243,n20,FEASIBILITY,2,23,generated,1.868799
n40os0.8-9.rcp,SMART_HEURISTIC,17.0,0,0.0,0.0,0.0,,2.5348837209302326,34,0.8272425249169435,109,747,n40,FEASIBILITY,6,43,generated,0.071786
n30os0.9-1.rcp,FEASIBILITY,10.0,1,11.0,11.0,0.0,2,1.696969696969697,18,0.9166666666666666,56,484,n30,FEASIBILITY,4,33,generated,330.904211
n30os0.9-2.rcp,FEASIBILITY,10.0,1,11.0,11.0,0.0,2,1.696969696969697,16,0.9166666666666666,56,484,n30,FEASIBILITY,3,33,generated,304.433589
ft70.2.sop.ajn.txt,SMART_HEURISTIC,10.0,0,0.0,0.0,0.0,,1.1285714285714286,8,0.0484472049689441,79,117,sop,FEASIBILITY,3,70,sop,0.014097
n10o0.7-9.rcp,FEASIBILITY,4.0,0,5.0,5.0,0.0,2,1.6153846153846154,7,0.8205128205128205,21,64,n10,FEASIBILITY,3,13,generated,0.314645
n20o0.8-8.rcp,SMART_HEURISTIC,9.0,0,0.0,0.0,0.0,,1.826086956521739,14,0.849802371541502,42,215,n20,FEASIBILITY,4,23,generated,0.011405
n50os0.9-2.rcp,SMART_HEURISTIC,19.0,0,0.0,0.0,0.0,,2.2452830188679247,44,0.9107402031930334,119,1255,n50,FEASIBILITY,4,53,generated,0.104055
n10o0.8-1.rcp,SMART_HEURISTIC,3.0,0,0.0,0.0,0.0,,1.3076923076923077,5,0.8846153846153846,17,69,n10,FEASIBILITY,2,13,generated,0.002357
n10o0.7-7.rcp,FEASIBILITY,5.0,0,6.0,6.0,0.0,2,1.4615384615384615,3,0.8205128205128205,19,64,n10,FEASIBILITY,4,13,generated,0.719603
ry48p.4.sop.ajn.txt,SMART_HEURISTIC,13.0,0,0.0,0.0,0.0,,1.4375,15,0.5700354609929078,69,643,sop,FEASIBILITY,4,48,sop,0.036556
n10o0.5-4.rcp,FEASIBILITY,5.0,1,6.0,6.0,0.0,2,1.7692307692307692,6,0.7051282051282052,23,55,n10,FEASIBILITY,4,13,generated,0.912847
n60os0.5-4.rcp,SMART_HEURISTIC,34.0,0,0.0,0.0,0.0,,4.888888888888889,46,0.5468509984639017,308,1068,n60,FEASIBILITY,13,63,generated,0.29216
n30s0.8-7.rcp,SMART_HEURISTIC,14.0,0,0.0,0.0,0.0,,2.1818181818181817,23,0.8352272727272727,72,441,n30,FEASIBILITY,6,33,generated,0.034045
n10o0.2-9.rcp,FEASIBILITY,5.0,1,6.0,6.0,0.0,2,1.3846153846153846,3,0.5384615384615384,18,42,n10,FEASIBILITY,5,13,generated,1.71504
n20o0.95-6.rcp,SMART_HEURISTIC,5.0,0,0.0,0.0,0.0,,1.3478260869565217,9,0.9604743083003953,31,243,n20,FEASIBILITY,2,23,generated,0.007051
n20o0.9-7.rcp,SMART_HEURISTIC,7.0,0,0.0,0.0,0.0,,1.4782608695652173,12,0.924901185770751,34,234,n20,FEASIBILITY,2,23,generated,0.00929
n30os0.95-10.rcp,FEASIBILITY,7.0,1,8.0,8.0,0.0,2,1.393939393939394,13,0.9583333333333334,46,506,n30,FEASIBILITY,3,33,generated,40.75803
n10o0.2-9.rcp,SMART_HEURISTIC,5.0,0,0.0,0.0,0.0,,1.3846153846153846,3,0.5384615384615384,18,42,n10,FEASIBILITY,5,13,generated,0.003157
n30s0.5-2.rcp,SMART_HEURISTIC,15.0,0,0.0,0.0,0.0,,3.0606060606060606,24,0.5871212121212122,101,310,n30,FEASIBILITY,7,33,generated,0.038067
n10o0.8-4.rcp,SMART_HEURISTIC,3.0,0,0.0,0.0,0.0,,1.3076923076923077,4,0.8846153846153846,17,69,n10,FEASIBILITY,3,13,generated,0.002779
n10o0.8-10.rcp,SMART_HEURISTIC,4.0,0,0.0,0.0,0.0,,1.3846153846153846,4,0.8846153846153846,18,69,n10,FEASIBILITY,3,13,generated,0.003057
n60os0.9-1.rcp,SMART_HEURISTIC,23.0,0,0.0,0.0,0.0,,2.380952380952381,46,0.9093701996927803,150,1776,n60,FEASIBILITY,5,63,generated,0.170378
n50os0.5-6.rcp,SMART_HEURISTIC,28.0,0,0.0,0.0,0.0,,4.867924528301887,37,0.5551523947750363,258,765,n50,FEASIBILITY,10,53,generated,0.159495
n70os0.9-8.rcp,SMART_HEURISTIC,31.0,0,0.0,0.0,0.0,,2.506849315068493,56,0.9079147640791476,183,2386,n70,FEASIBILITY,7,73,generated,0.326085
n70os0.2-1.rcp,SMART_HEURISTIC,43.0,0,0.0,0.0,0.0,,4.6438356164383565,36,0.2648401826484018,339,696,n70,FEASIBILITY,18,73,generated,0.376935
n30s0.2-2.rcp,SMART_HEURISTIC,15.0,0,0.0,0.0,0.0,,2.515151515151515,14,0.3409090909090909,83,180,n30,FEASIBILITY,9,33,generated,0.034254
n40os0.9-3.rcp,SMART_HEURISTIC,16.0,0,0.0,0.0,0.0,,2.0,29,0.9136212624584718,86,825,n40,FEASIBILITY,6,43,generated,0.063342
n40os0.8-10.rcp,SMART_HEURISTIC,18.0,0,0.0,0.0,0.0,,2.488372093023256,29,0.8272425249169435,107,747,n40,FEASIBILITY,7,43,generated,0.067471
n30os0.9-8.rcp,FEASIBILITY,12.0,1,13.0,13.0,0.0,2,1.7575757575757576,20,0.9166666666666666,58,484,n30,FEASIBILITY,3,33,generated,648.901404
n70os0.95-4.rcp,SMART_HEURISTIC,24.0,0,0.0,0.0,0.0,,1.917808219178082,43,0.9539573820395738,140,2507,n70,FEASIBILITY,4,73,generated,0.229293
n20o0.2-7.rcp,SMART_HEURISTIC,10.0,0,0.0,0.0,0.0,,2.0869565217391304,9,0.39920948616600793,48,101,n20,FEASIBILITY,10,23,generated,0.014051
n40os0.9-8.rcp,SMART_HEURISTIC,16.0,0,0.0,0.0,0.0,,1.9069767441860466,30,0.9136212624584718,82,825,n40,FEASIBILITY,4,43,generated,0.063418
n50os0.95-10.rcp,FEASIBILITY,16.0,1,17.0,17.0,0.0,2,1.7358490566037736,35,0.9550072568940493,92,1316,n50,FEASIBILITY,4,53,generated,4890.545479
n40os0.9-1.rcp,SMART_HEURISTIC,19.0,0,0.0,0.0,0.0,,2.046511627906977,26,0.9136212624584718,88,825,n40,FEASIBILITY,4,43,generated,0.073973
n30s0.5-8.rcp,SMART_HEURISTIC,15.0,0,0.0,0.0,0.0,,3.242424242424242,21,0.5871212121212122,107,310,n30,FEASIBILITY,7,33,generated,0.035958
n10o0.8-8.rcp,FEASIBILITY,3.0,0,4.0,4.0,0.0,2,1.3076923076923077,4,0.8846153846153846,17,69,n10,FEASIBILITY,3,13,generated,0.120663
n40os0.7-9.rcp,SMART_HEURISTIC,22.0,0,0.0,0.0,0.0,,2.7674418604651163,31,0.7408637873754153,119,669,n40,FEASIBILITY,7,43,generated,0.09203
n30s0.7-8.rcp,FEASIBILITY,12.0,10981,13.0,13.0,0.0,2,2.909090909090909,25,0.7518939393939394,96,397,n30,FEASIBILITY,6,33,generated,5205.446059
n60os0.8-5.rcp,SMART_HEURISTIC,27.0,0,0.0,0.0,0.0,,3.142857142857143,51,0.8187403993855606,198,1599,n60,FEASIBILITY,8,63,generated,0.254534
n30s0.7-6.rcp,SMART_HEURISTIC,16.0,0,0.0,0.0,0.0,,2.757575757575758,21,0.7518939393939394,91,397,n30,FEASIBILITY,7,33,generated,0.040343
n30s0.8-8.rcp,FEASIBILITY,12.0,7198,13.0,13.0,0.0,2,2.303030303030303,22,0.8352272727272727,76,441,n30,FEASIBILITY,4,33,generated,1329.316374
n70os0.9-4.rcp,SMART_HEURISTIC,27.0,0,0.0,0.0,0.0,,2.5205479452054793,60,0.9079147640791476,184,2386,n70,FEASIBILITY,5,73,generated,0.310837
n30s0.8-6.rcp,FEASIBILITY,12.0,4044,13.0,13.0,0.0,2,1.9696969696969697,20,0.8352272727272727,65,441,n30,FEASIBILITY,5,33,generated,1008.489972
n30s0.2-10.rcp,SMART_HEURISTIC,17.0,0,0.0,0.0,0.0,,2.484848484848485,12,0.3409090909090909,82,180,n30,FEASIBILITY,14,33,generated,0.043878
n60os0.2-5.rcp,SMART_HEURISTIC,39.0,0,0.0,0.0,0.0,,4.079365079365079,29,0.2749615975422427,257,537,n60,FEASIBILITY,17,63,generated,0.278106
n30s0.7-2.rcp,SMART_HEURISTIC,14.0,0,0.0,0.0,0.0,,2.757575757575758,23,0.7518939393939394,91,397,n30,FEASIBILITY,5,33,generated,0.033574
n20o0.8-2.rcp,SMART_HEURISTIC,8.0,0,0.0,0.0,0.0,,1.826086956521739,11,0.849802371541502,42,215,n20,FEASIBILITY,3,23,generated,0.010653
n60os0.7-6.rcp,SMART_HEURISTIC,33.0,0,0.0,0.0,0.0,,4.380952380952381,49,0.728110599078341,276,1422,n60,FEASIBILITY,9,63,generated,0.324854
n20o0.5-3.rcp,SMART_HEURISTIC,8.0,0,0.0,0.0,0.0,,2.4347826086956523,13,0.6245059288537549,56,158,n20,FEASIBILITY,5,23,generated,0.010851
n10o0.5-5.rcp,FEASIBILITY,5.0,0,6.0,6.0,0.0,2,1.6153846153846154,5,0.7051282051282052,21,55,n10,FEASIBILITY,4,13,generated,0.865102
ft53.2.sop.ajn.txt,FEASIBILITY,5.0,1,6.0,6.0,0.0,2,1.0754716981132075,5,0.059506531204644414,57,82,sop,FEASIBILITY,2,53,sop,186.799954
n20o0.2-2.rcp,SMART_HEURISTIC,11.0,0,0.0,0.0,0.0,,2.0,8,0.39920948616600793,46,101,n20,FEASIBILITY,9,23,generated,0.015133
n30os0.95-4.rcp,FEASIBILITY,8.0,1,9.0,9.0,0.0,2,1.4545454545454546,15,0.9583333333333334,48,506,n30,FEASIBILITY,3,33,generated,93.438801
n30s0.8-9.rcp,FEASIBILITY,10.0,1,11.0,11.0,0.0,2,2.090909090909091,24,0.8352272727272727,69,441,n30,FEASIBILITY,4,33,generated,341.116632
n60os0.8-9.rcp,SMART_HEURISTIC,29.0,0,0.0,0.0,0.0,,3.1587301587301586,52,0.8187403993855606,199,1599,n60,FEASIBILITY,7,63,generated,0.238864
n20o0.7-3.rcp,SMART_HEURISTIC,8.0,0,0.0,0.0,0.0,,1.826086956521739,13,0.7747035573122529,42,196,n20,FEASIBILITY,4,23,generated,0.01043
n30os0.95-3.rcp,SMART_HEURISTIC,9.0,0,0.0,0.0,0.0,,1.4545454545454546,15,0.9583333333333334,48,506,n30,FEASIBILITY,3,33,generated,0.020516
n20o0.9-6.rcp,SMART_HEURISTIC,6.0,0,0.0,0.0,0.0,,1.4782608695652173,11,0.924901185770751,34,234,n20,FEASIBILITY,3,23,generated,0.008148
n10os0.9-2.rcp,FEASIBILITY,3.0,0,4.0,4.0,0.0,2,1.3076923076923077,5,0.9358974358974359,17,73,n10,FEASIBILITY,2,13,generated,0.119918
n20o0.5-4.rcp,FEASIBILITY,8.0,4354,9.0,9.0,0.0,2,1.9565217391304348,10,0.6245059288537549,45,158,n20,FEASIBILITY,7,23,generated,166.151607
n10o0.95-7.rcp,SMART_HEURISTIC,2.0,0,0.0,0.0,0.0,,1.0769230769230769,2,0.9615384615384616,14,75,n10,FEASIBILITY,2,13,generated,0.002214
n30os0.9-9.rcp,SMART_HEURISTIC,11.0,0,0.0,0.0,0.0,,1.7575757575757576,20,0.9166666666666666,58,484,n30,FEASIBILITY,3,33,generated,0.025835
n40os0.7-2.rcp,SMART_HEURISTIC,19.0,0,0.0,0.0,0.0,,2.813953488372093,32,0.7408637873754153,121,669,n40,FEASIBILITY,8,43,generated,0.080116
n20o0.9-3.rcp,SMART_HEURISTIC,5.0,0,0.0,0.0,0.0,,1.3478260869565217,7,0.924901185770751,31,234,n20,FEASIBILITY,3,23,generated,0.007299
n20o0.7-1.rcp,FEASIBILITY,9.0,1,10.0,10.0,0.0,2,2.1739130434782608,15,0.7747035573122529,50,196,n20,FEASIBILITY,5,23,generated,77.061301
n60os0.8-4.rcp,SMART_HEURISTIC,26.0,0,0.0,0.0,0.0,,3.4285714285714284,51,0.8187403993855606,216,1599,n60,FEASIBILITY,6,63,generated,0.228854
n60os0.2-3.rcp,SMART_HEURISTIC,38.0,0,0.0,0.0,0.0,,4.428571428571429,33,0.2749615975422427,279,537,n60,FEASIBILITY,19,63,generated,0.275439
rbg109a.sop.ajn.txt,SMART_HEURISTIC,75.0,0,0.0,0.0,0.0,,5.709090909090909,93,0.9070892410341952,628,5438,sop,FEASIBILITY,11,110,sop,3.723059
n70os0.5-5.rcp,SMART_HEURISTIC,34.0,0,0.0,0.0,0.0,,4.890410958904109,57,0.5403348554033486,357,1420,n70,FEASIBILITY,13,73,generated,0.394267
n70os0.5-1.rcp,SMART_HEURISTIC,40.0,0,0.0,0.0,0.0,,5.671232876712328,55,0.5403348554033486,414,1420,n70,FEASIBILITY,13,73,generated,0.473942
n10o0.2-5.rcp,SMART_HEURISTIC,6.0,0,0.0,0.0,0.0,,1.3846153846153846,3,0.5384615384615384,18,42,n10,FEASIBILITY,4,13,generated,0.004033
n50os0.2-2.rcp,SMART_HEURISTIC,33.0,0,0.0,0.0,0.0,,4.018867924528302,29,0.2888243831640058,213,398,n50,FEASIBILITY,19,53,generated,0.211779
n70os0.95-9.rcp,SMART_HEURISTIC,28.0,0,0.0,0.0,0.0,,1.904109589041096,48,0.9539573820395738,139,2507,n70,FEASIBILITY,4,73,generated,0.267992
n30s0.7-6.rcp,FEASIBILITY,14.0,15977,15.0,15.0,0.0,2,2.757575757575758,21,0.7518939393939394,91,397,n30,FEASIBILITY,7,33,generated,16087.531987
n10o0.7-3.rcp,SMART_HEURISTIC,3.0,0,0.0,0.0,0.0,,1.4615384615384615,6,0.8205128205128205,19,64,n10,FEASIBILITY,3,13,generated,0.002853
n50os0.8-2.rcp,SMART_HEURISTIC,24.0,0,0.0,0.0,0.0,,3.0943396226415096,45,0.8222060957910015,164,1133,n50,FEASIBILITY,5,53,generated,0.148037
n20o0.7-1.rcp,SMART_HEURISTIC,11.0,0,0.0,0.0,0.0,,2.1739130434782608,15,0.7747035573122529,50,196,n20,FEASIBILITY,5,23,generated,0.014401
n50os0.95-4.rcp,FEASIBILITY,16.0,1,17.0,17.0,0.0,2,1.6603773584905661,28,0.9550072568940493,88,1316,n50,FEASIBILITY,4,53,generated,5121.581121
n50os0.7-4.rcp,SMART_HEURISTIC,26.0,0,0.0,0.0,0.0,,3.7358490566037736,43,0.7329462989840348,198,1010,n50,FEASIBILITY,9,53,generated,0.148507
n40os0.8-2.rcp,SMART_HEURISTIC,18.0,0,0.0,0.0,0.0,,2.488372093023256,32,0.8272425249169435,107,747,n40,FEASIBILITY,5,43,generated,0.07667
n70os0.7-10.rcp,SMART_HEURISTIC,33.0,0,0.0,0.0,0.0,,4.410958904109589,62,0.724124809741248,322,1903,n70,FEASIBILITY,10,73,generated,0.45987
esc12.sop.ajn.txt,FEASIBILITY,5.0,1,6.0,6.0,0.0,2,1.3076923076923077,2,0.2948717948717949,17,23,sop,FEASIBILITY,4,13,sop,4.044927
p43.2.sop.ajn.txt,FEASIBILITY,3.0,1,4.0,4.0,0.0,2,1.0465116279069768,3,0.08416389811738649,45,76,sop,FEASIBILITY,2,43,sop,11.742117
n70os0.2-6.rcp,SMART_HEURISTIC,45.0,0,0.0,0.0,0.0,,5.1506849315068495,39,0.2648401826484018,376,696,n70,FEASIBILITY,21,73,generated,0.417891
n30s0.7-8.rcp,SMART_HEURISTIC,13.0,0,0.0,0.0,0.0,,2.909090909090909,25,0.7518939393939394,96,397,n30,FEASIBILITY,6,33,generated,0.033857
n10o0.8-4.rcp,FEASIBILITY,3.0,0,4.0,4.0,0.0,2,1.3076923076923077,4,0.8846153846153846,17,69,n10,FEASIBILITY,3,13,generated,0.112568
kro124p.3.sop.ajn.txt,SMART_HEURISTIC,23.0,0,0.0,0.0,0.0,,1.3,25,0.07373737373737374,130,365,sop,FEASIBILITY,4,100,sop,0.101985
n30os0.95-9.rcp,SMART_HEURISTIC,8.0,0,0.0,0.0,0.0,,1.393939393939394,14,0.9583333333333334,46,506,n30,FEASIBILITY,2,33,generated,0.018538
n30os0.9-7.rcp,SMART_HEURISTIC,12.0,0,0.0,0.0,0.0,,1.7272727272727273,18,0.9166666666666666,57,484,n30,FEASIBILITY,4,33,generated,0.027282
esc25.sop.ajn.txt,SMART_HEURISTIC,1.0,0,0.0,0.0,0.0,,1.0,1,0.11076923076923077,26,36,sop,FEASIBILITY,2,26,sop,0.002774
n30s0.2-5.rcp,SMART_HEURISTIC,17.0,0,0.0,0.0,0.0,,2.5454545454545454,16,0.3409090909090909,84,180,n30,FEASIBILITY,12,33,generated,0.038284
n20o0.95-2.rcp,FEASIBILITY,5.0,0,6.0,6.0,0.0,2,1.3043478260869565,8,0.9604743083003953,30,243,n20,FEASIBILITY,2,23,generated,1.687299
n50os0.95-9.rcp,SMART_HEURISTIC,16.0,0,0.0,0.0,0.0,,1.5849056603773586,26,0.9550072568940493,84,1316,n50,FEASIBILITY,3,53,generated,0.085767
n70os0.7-9.rcp,SMART_HEURISTIC,35.0,0,0.0,0.0,0.0,,4.219178082191781,61,0.724124809741248,308,1903,n70,FEASIBILITY,9,73,generated,0.481351
p43.2.sop.ajn.txt,SMART_HEURISTIC,3.0,0,0.0,0.0,0.0,,1.0465116279069768,3,0.08416389811738649,45,76,sop,FEASIBILITY,2,43,sop,0.004342
n40os0.7-6.rcp,SMART_HEURISTIC,16.0,0,0.0,0.0,0.0,,2.9302325581395348,33,0.7408637873754153,126,669,n40,FEASIBILITY,7,43,generated,0.067824
n30os0.95-4.rcp,SMART_HEURISTIC,9.0,0,0.0,0.0,0.0,,1.4545454545454546,15,0.9583333333333334,48,506,n30,FEASIBILITY,3,33,generated,0.020098
n10os0.9-2.rcp,SMART_HEURISTIC,3.0,0,0.0,0.0,0.0,,1.3076923076923077,5,0.9358974358974359,17,73,n10,FEASIBILITY,2,13,generated,0.002527
n70os0.9-10.rcp,SMART_HEURISTIC,28.0,0,0.0,0.0,0.0,,2.493150684931507,60,0.9079147640791476,182,2386,n70,FEASIBILITY,5,73,generated,0.299199
n20o0.7-4.rcp,SMART_HEURISTIC,10.0,0,0.0,0.0,0.0,,1.8695652173913044,13,0.7747035573122529,43,196,n20,FEASIBILITY,6,23,generated,0.012369
ry48p.1.sop.ajn.txt,SMART_HEURISTIC,1.0,0,0.0,0.0,0.0,,1.0,1,0.05230496453900709,48,59,sop,FEASIBILITY,2,48,sop,0.003761
n50os0.8-8.rcp,SMART_HEURISTIC,19.0,0,0.0,0.0,0.0,,2.69811320754717,43,0.8222060957910015,143,1133,n50,FEASIBILITY,5,53,generated,0.106146
n60os0.9-7.rcp,SMART_HEURISTIC,24.0,0,0.0,0.0,0.0,,2.253968253968254,46,0.9093701996927803,142,1776,n60,FEASIBILITY,5,63,generated,0.184727
n40os0.2-7.rcp,SMART_HEURISTIC,26.0,0,0.0,0.0,0.0,,3.2325581395348837,20,0.3089700996677741,139,279,n40,FEASIBILITY,14,43,generated,0.10197
n40os0.5-3.rcp,SMART_HEURISTIC,24.0,0,0.0,0.0,0.0,,4.441860465116279,30,0.5681063122923588,191,513,n40,FEASIBILITY,10,43,generated,0.103485
n50os0.9-4.rcp,SMART_HEURISTIC,21.0,0,0.0,0.0,0.0,,2.056603773584906,41,0.9107402031930334,109,1255,n50,FEASIBILITY,4,53,generated,0.131077
n50os0.5-1.rcp,SMART_HEURISTIC,26.0,0,0.0,0.0,0.0,,4.39622641509434,39,0.5551523947750363,233,765,n50,FEASIBILITY,10,53,generated,0.149649
n30s0.7-5.rcp,FEASIBILITY,12.0,10092,13.0,13.0,0.0,2,2.6666666666666665,22,0.7518939393939394,88,397,n30,FEASIBILITY,6,33,generated,4902.676185
n10os0.9-5.rcp,FEASIBILITY,3.0,0,4.0,4.0,0.0,2,1.3076923076923077,5,0.9358974358974359,17,73,n10,FEASIBILITY,2,13,generated,0.1225
n10o0.95-9.rcp,FEASIBILITY,2.0,0,3.0,3.0,0.0,2,1.0769230769230769,2,0.9615384615384616,14,75,n10,FEASIBILITY,2,13,generated,0.049899
n70os0.2-2.rcp,SMART_HEURISTIC,48.0,0,0.0,0.0,0.0,,5.123287671232877,37,0.2648401826484018,374,696,n70,FEASIBILITY,20,73,generated,0.465687
n50os0.95-6.rcp,FEASIBILITY,17.0,377,18.0,18.0,0.0,2,1.5849056603773586,27,0.9550072568940493,84,1316,n50,FEASIBILITY,4,53,generated,6185.538083
n20o0.8-3.rcp,FEASIBILITY,8.0,1,9.0,9.0,0.0,2,1.7391304347826086,10,0.849802371541502,40,215,n20,FEASIBILITY,4,23,generated,28.814151
p43.3.sop.ajn.txt,SMART_HEURISTIC,8.0,0,0.0,0.0,0.0,,1.2325581395348837,8,0.15282392026578073,53,138,sop,FEASIBILITY,4,43,sop,0.009813
n60os0.9-2.rcp,SMART_HEURISTIC,28.0,0,0.0,0.0,0.0,,2.5396825396825395,51,0.9093701996927803,160,1776,n60,FEASIBILITY,5,63,generated,0.222236
n50os0.2-5.rcp,SMART_HEURISTIC,28.0,0,0.0,0.0,0.0,,3.5283018867924527,28,0.2888243831640058,187,398,n50,FEASIBILITY,16,53,generated,0.175701
n30s0.8-3.rcp,SMART_HEURISTIC,11.0,0,0.0,0.0,0.0,,2.1818181818181817,23,0.8352272727272727,72,441,n30,FEASIBILITY,5,33,generated,0.027557
n20o0.8-6.rcp,FEASIBILITY,7.0,1,8.0,8.0,0.0,2,1.826086956521739,15,0.849802371541502,42,215,n20,FEASIBILITY,4,23,generated,8.651722
n70os0.9-2.rcp,SMART_HEURISTIC,28.0,0,0.0,0.0,0.0,,2.5342465753424657,63,0.9079147640791476,185,2386,n70,FEASIBILITY,5,73,generated,0.32694
n30s0.2-4.rcp,SMART_HEURISTIC,16.0,0,0.0,0.0,0.0,,2.727272727272727,14,0.3409090909090909,90,180,n30,FEASIBILITY,10,33,generated,0.042696
n10o0.5-10.rcp,FEASIBILITY,4.0,0,5.0,5.0,0.0,2,1.6923076923076923,6,0.7051282051282052,22,55,n10,FEASIBILITY,4,13,generated,0.307269
n10o0.5-1.rcp,SMART_HEURISTIC,5.0,0,0.0,0.0,0.0,,1.5384615384615385,7,0.7051282051282052,20,55,n10,FEASIBILITY,3,13,generated,0.004004
n70os0.5-3.rcp,SMART_HEURISTIC,41.0,0,0.0,0.0,0.0,,5.424657534246576,51,0.5403348554033486,396,1420,n70,FEASIBILITY,14,73,generated,0.42514
n50os0.95-7.rcp,SMART_HEURISTIC,17.0,0,0.0,0.0,0.0,,1.7547169811320755,26,0.9550072568940493,93,1316,n50,FEASIBILITY,5,53,generated,0.092311
n50os0.9-4.rcp,FEASIBILITY,19.0,6333,20.0,20.0,0.0,2,2.056603773584906,41,0.9107402031930334,109,1255,n50,FEASIBILITY,4,53,generated,25685.832564
n20o0.8-7.rcp,FEASIBILITY,7.0,0,8.0,8.0,0.0,2,1.6956521739130435,13,0.849802371541502,39,215,n20,FEASIBILITY,3,23,generated,10.597415
n10o0.7-2.rcp,FEASIBILITY,2.0,0,3.0,3.0,0.0,2,1.3076923076923077,4,0.8205128205128205,17,64,n10,FEASIBILITY,3,13,generated,0.041341
n60os0.8-7.rcp,SMART_HEURISTIC,32.0,0,0.0,0.0,0.0,,3.5238095238095237,54,0.8187403993855606,222,1599,n60,FEASIBILITY,7,63,generated,0.294452
